degree,values
11,"[0.176416267954252, 0.1773616928043307, 0.16941955308002724, 0.166076979568809, 0.1768687282675375, 0.15891116032355077, 0.17209815346887608, 0.17351309106638893, 0.16378772929554872, 0.16173067320064008, 0.18231854548547974, 0.17475273503681021, 0.1564931274495008, 0.1747420195821607, 0.1759132889630725, 0.16936095931717737, 0.17379168699364703, 0.17601709726132345, 0.167564956928452, 0.17670549993270293, 0.173861951367764, 0.1737557986452179, 0.18078397615743613, 0.17792248299074254, 0.1791419551821831, 0.1840261364062054, 0.16559177910711897, 0.1811979488338243, 0.18034792885472603, 0.17126162636223186, 0.1732989426952287, 0.18376871941078424, 0.17727308313602216, 0.18473302492569801, 0.169255852813897, 0.17126490602292685, 0.16410786331845628, 0.1620268433956961, 0.17369857040010847, 0.1699381840979147, 0.18119784833585037, 0.17182900586335262, 0.17495775543462058, 0.17198228239375132, 0.17702191251296284, 0.16942014974365216, 0.17717035564392838, 0.1658247033038314, 0.17174594066030127, 0.16257753879108452, 0.18777454470131388, 0.17547236168790284, 0.1702404383475733, 0.1640350602432095, 0.17597841317494647, 0.17812415395447645, 0.16668248862782564, 0.17398523917696404, 0.17666596193413914, 0.18052053552213015, 0.15598297310338677, 0.16398515884041345, 0.17201722697867602, 0.17954090862058283, 0.17776440277383587, 0.1635464804777664, 0.1699917751125332, 0.1667403642606106, 0.17708952657345237, 0.16944845311887827, 0.17726599456778405, 0.17302046853985634, 0.1684301165759398, 0.1801282957748676, 0.17251064842584504, 0.15907678772205494, 0.1832018156274526, 0.1847614423759837, 0.162516167807673, 0.16333339067653022, 0.16783138939619777, 0.17608342093609158, 0.16105654035223446, 0.16964901748164904, 0.17338122708151318, 0.17120682162766251, 0.16978170418971197, 0.17932746338266264, 0.1747852775537015, 0.17417815518010205, 0.17244968930321544, 0.17125507135901286, 0.16420729235503168, 0.1717314466046057, 0.16426568223213212, 0.1759309906978075, 0.1686059663152827, 0.17014787758722486, 0.17216555898582317, 0.17125845105059162]"
12,"[0.17910644615789761, 0.16531586623221495, 0.16446014195182865, 0.1671870655575333, 0.1518849887905898, 0.16655088480575841, 0.16163624710065447, 0.1641599641159232, 0.17312862631408799, 0.16596929236557292, 0.1675827670121559, 0.1585785724593206, 0.1814186459097719, 0.17416940567716868, 0.17075463683502629, 0.17555131319429695, 0.16338175876232333, 0.1624411952643954, 0.1584265418042897, 0.17193372865282183, 0.1786291256486131, 0.16132409634485084, 0.17231741498914574, 0.16316983291725604, 0.1588976591557217, 0.16440116391512363, 0.17687204017069277, 0.1627419599099494, 0.16881387122208955, 0.15609903088880947, 0.17062500006477677, 0.18245552807820575, 0.16855545513049652, 0.15584883809483102, 0.15927756355251144, 0.15592338819905538, 0.16484349491000594, 0.17435933911782717, 0.16965739072199096, 0.16834707037000007, 0.16068561305403808, 0.16336944648393345, 0.16068969247044407, 0.16675856770355943, 0.1676398523594527, 0.1599733421385037, 0.16811231249667785, 0.16642834205517756, 0.17267248269450952, 0.17030948034382898, 0.16956144710654694, 0.16512661788174565, 0.1665744914251463, 0.17032620512236052, 0.16296535390156056, 0.15408640543705768, 0.162495235394216, 0.17764169011066713, 0.16340291169556145, 0.1809188681669261, 0.16832725890193373, 0.16422791758570168, 0.17460764010549112, 0.15822526049309257, 0.14945061018128858, 0.16293527149595477, 0.1672014178311491, 0.16816760965095934, 0.16489784799957832, 0.17094365958257493, 0.15985170666808432, 0.17289174990899764, 0.16268025139473957, 0.15334583730209222, 0.16467400553657663, 0.1714291438618563, 0.16803669504210403, 0.16052449076680586, 0.17761813163590937, 0.17264104517257955, 0.16307935524061104, 0.1515015172798861, 0.17095583207995854, 0.17494069751579003, 0.174379978336356, 0.1671058834640392, 0.16243686185491246, 0.17617725553371905, 0.1708506757951199, 0.17446381167845246, 0.17342167705531084, 0.15168050150883497, 0.16257716496357433, 0.1770582271382384, 0.16549214806170173, 0.16949823216091778, 0.15064665248834178, 0.176826331245057, 0.16837249498438903, 0.16626413302443457]"
13,"[0.1623831436139354, 0.16595323344368365, 0.15383688915347551, 0.1733842619956538, 0.16147311746221413, 0.17281731906406714, 0.16422849270231235, 0.1731142831580997, 0.16604510357698687, 0.16213606402131078, 0.1641084295511426, 0.1620910552464105, 0.15279945999832015, 0.15634230664150678, 0.1499041255309665, 0.16139512954912538, 0.16058423803695085, 0.15734760248901042, 0.1558853978255613, 0.1463384903211188, 0.15406949513682788, 0.16997773586576245, 0.1702739328545827, 0.15116295900593796, 0.16554947349079002, 0.17538928827558672, 0.15251739868096864, 0.16582247700979516, 0.14838949610612773, 0.16500896261669531, 0.1702742836757478, 0.17545167468448275, 0.16190937316834653, 0.1553120948835103, 0.16631937565123833, 0.1613011006724086, 0.17143345518204625, 0.15962997178769678, 0.17615167499393905, 0.1541429006411854, 0.16361017333864783, 0.1554225204056941, 0.17066899363120433, 0.1626493214976206, 0.16271078808931277, 0.16027978811712557, 0.16714005137585164, 0.16892990229829663, 0.15637862075737102, 0.17278141413835438, 0.1621839801921919, 0.16077645671846288, 0.16368939520689593, 0.16819351233088345, 0.1685950015320857, 0.15235051878598443, 0.15784815179625353, 0.16087653488920514, 0.16302514355629333, 0.16859136408700567, 0.16815991126058732, 0.16171270192340648, 0.16570762762486926, 0.1653040017523344, 0.16082514825421923, 0.15416857587580216, 0.1548521158696412, 0.1590252180275425, 0.16831739926313144, 0.17170916819984716, 0.162334659585238, 0.165352320932471, 0.16481930392264438, 0.1537025233616721, 0.14289651746576484, 0.15805159904747848, 0.16612765982176836, 0.16942674942755326, 0.16363000427546692, 0.16537833242992367, 0.163893282576105, 0.16551595040639971, 0.17309139528370224, 0.16738129662078102, 0.1684330669856337, 0.16301935930136474, 0.16662632382172868, 0.16477287902225718, 0.17678251733117775, 0.17040621920291604, 0.16565532095415866, 0.16340824170994755, 0.15525505253360397, 0.15992909236006186, 0.14833713134186136, 0.17101608707196275, 0.16528941749743017, 0.16339395058072367, 0.17266681871831902, 0.1691022037028167]"
14,"[0.15625047149104307, 0.15276831109950662, 0.15714191143775377, 0.14203371653686006, 0.15269832602232938, 0.1570664924213566, 0.15693239078027568, 0.15704711337176921, 0.16008541005964094, 0.16140459030317875, 0.16095614474102177, 0.15900059470800565, 0.15948834703231468, 0.15837389128236146, 0.15754710811562478, 0.15462820201963537, 0.16107211909059382, 0.1608563561934629, 0.15644337324319776, 0.15155994866650388, 0.16125964945507676, 0.1621305973252576, 0.1552048709212669, 0.16465158504700142, 0.14545416618587897, 0.16418761558224024, 0.16435916937818612, 0.14671504547946762, 0.15879598212597115, 0.15562444408665238, 0.1677845197094372, 0.16004386340415802, 0.1577579087432239, 0.15821019582214682, 0.15566043270081492, 0.15388329715035542, 0.15541422870932453, 0.15211707731356353, 0.16244165382137066, 0.14574425143812575, 0.15304229912542822, 0.16791598887593295, 0.15892239521818005, 0.1516419065633338, 0.16595290540574414, 0.1609311619280016, 0.1637440383959633, 0.16730376801446115, 0.1633817378084006, 0.1581261772398087, 0.16470594538963992, 0.16258504247663366, 0.15615707306535795, 0.16206087631740557, 0.16185552409613527, 0.15644768697793224, 0.16138141048728277, 0.16512967068015919, 0.16445231335857022, 0.15913687674423888, 0.14663237129570955, 0.15154632302514903, 0.15727511120144327, 0.16163473152319469, 0.15919018577047295, 0.16247036119619093, 0.16047836142109684, 0.164290233172638, 0.15810324454699679, 0.15308236423033544, 0.1563190877482851, 0.16082604276626716, 0.16621238181543033, 0.15601141025767665, 0.15528995178718288, 0.15492250731813254, 0.1577345603055607, 0.14807714968832994, 0.16091043251232953, 0.16125002013559894, 0.1495831925322034, 0.15340431249869918, 0.16040170642191495, 0.15651846631960287, 0.149676312078338, 0.14381855490788567, 0.15663897242054622, 0.1541673402032137, 0.15002372943501224, 0.15226591948741663, 0.16005904304046906, 0.16709778485170024, 0.16728327372888807, 0.16817828803923104, 0.16180752169776524, 0.1637762816229773, 0.1473625372268479, 0.16322703330509156, 0.16989664963069318, 0.14772842699387484]"
15,"[0.153784432465235, 0.1460749000322431, 0.15798773797703214, 0.14633898062836603, 0.15836254453909124, 0.14919121314054087, 0.16346143434730903, 0.14878462511522633, 0.1528419459303675, 0.15871751923408914, 0.15806167144350503, 0.16475363261495093, 0.15461119580568158, 0.15100140108695329, 0.1582888953626502, 0.15758650373124652, 0.15742717919217275, 0.16017747842991756, 0.1465154225338859, 0.15091636193449057, 0.14756098386521985, 0.14870963267230858, 0.16153401000439213, 0.15268375244905344, 0.14730122693862924, 0.15423986566655026, 0.15835969602601582, 0.15378157752109137, 0.15912635879534565, 0.1476230136043448, 0.1585608892662365, 0.1487655767252039, 0.15044951646097462, 0.15648049796319735, 0.1489992643983257, 0.15045790349229635, 0.1523930247857496, 0.1440819120948777, 0.1467260819233923, 0.15414281969059285, 0.1458366927958243, 0.15292099649031607, 0.15636517382914672, 0.15433979966391212, 0.15038144574880027, 0.15904892345512062, 0.1577724114265502, 0.15113375438476884, 0.15308762839167409, 0.14328491919568256, 0.15428121918024126, 0.147900958413971, 0.15345409089466855, 0.16846504845817856, 0.14507660626655225, 0.1462948762525814, 0.15690305589215586, 0.15309694993536213, 0.16138200057952154, 0.15789253326859798, 0.15357034123484692, 0.1551360208117098, 0.16088346315865615, 0.1415769045392315, 0.1623380314235165, 0.15166851530603875, 0.15222612335785593, 0.16509746297620287, 0.15667759633069228, 0.15404687164869213, 0.17208447143663658, 0.15229121193513745, 0.16149143844901456, 0.1609944683919782, 0.1575485478147315, 0.15231188297378448, 0.15648944725277797, 0.15598672589204318, 0.1474488904937948, 0.1581990049181298, 0.15966326647967735, 0.15449999956754723, 0.1535550686000048, 0.15633874070121792, 0.1723803496361623, 0.1463686816449343, 0.15371614751925947, 0.14498590421175625, 0.151263136885933, 0.1591641523013584, 0.15547030454502797, 0.1501917536111796, 0.15260858842475897, 0.15186643051365908, 0.1587600438652349, 0.15346995894676957, 0.15169018418951752, 0.15257083873062763, 0.15746981758923165, 0.16081046628061071]"
16,"[0.14305391921248106, 0.14960086995792438, 0.1543561311718134, 0.14542918909374508, 0.15064618273275318, 0.14140551422098022, 0.15431222049667023, 0.1547357889467712, 0.15316326698229976, 0.15457676144709379, 0.1591162249536997, 0.15780671497738902, 0.14504438622987856, 0.14441444085059948, 0.15053010880167536, 0.1517311636290058, 0.15369590952939213, 0.1525358592984859, 0.15737121396943346, 0.14340704717794642, 0.14224212893084498, 0.1501721136084555, 0.15187191341646522, 0.15444546947084373, 0.15479532709452168, 0.1458877563082547, 0.1503430112002305, 0.14352173874366242, 0.15300310738849762, 0.14770969681418095, 0.14728076358499598, 0.14644158881471514, 0.15359931240207747, 0.1590862858105777, 0.15293251436498081, 0.15295224855322176, 0.14356195996146637, 0.15944823914153677, 0.1530392778975195, 0.1506416754134186, 0.15550656619187286, 0.1454661750821469, 0.13799913453374404, 0.15381196651422815, 0.150606053406036, 0.15976006028330822, 0.1524592289970891, 0.15548523382077642, 0.15337990680606023, 0.14347688903784048, 0.14825370031588986, 0.149537888431085, 0.14958318863771003, 0.15846105364938862, 0.14885260237541553, 0.157793582636693, 0.1510409337379019, 0.146813562084975, 0.1475858202203791, 0.15362004751998948, 0.14898280813609066, 0.16044275642799138, 0.1517975472664512, 0.15377623319356226, 0.15123965697118835, 0.15211544900926183, 0.14906234243837668, 0.1571686458585141, 0.14379169181416798, 0.15546151680636003, 0.16060622055068027, 0.15118732995822876, 0.15579846445755, 0.15653682461869892, 0.1505399139174511, 0.15139191418231798, 0.1604081707131797, 0.15296788228015867, 0.14962680906218673, 0.154248447092275, 0.15678292177522488, 0.1596936857759117, 0.14698938448387697, 0.14948075085860424, 0.15179465557775534, 0.14934394845215254, 0.15476344668188155, 0.15701912573948326, 0.15744578648023524, 0.15154587723097473, 0.15999901514923737, 0.1372928785528036, 0.13993022328261306, 0.15189402862472995, 0.15021345185249113, 0.14340061616859717, 0.15027879288593454, 0.14996638519110406, 0.15025463575811138, 0.15342148527440266]"
17,"[0.1545635805049027, 0.15760685647786926, 0.15315554187151578, 0.14811931470034775, 0.15354447875833513, 0.14298749148421344, 0.14133309776090808, 0.1362282827671431, 0.14726687537005032, 0.15199833956688089, 0.15292125436233797, 0.14668382980925887, 0.1412140510649271, 0.14481713358557197, 0.14954733964308264, 0.14577174914623536, 0.1536072858279397, 0.14735028946422962, 0.14785459445120544, 0.14199417249793478, 0.15389706980670004, 0.15006330188549752, 0.15532216178790717, 0.14619084291070442, 0.14479075438154626, 0.14790390569925577, 0.15178209289262923, 0.14936156098251072, 0.1556978142437836, 0.14172207604132472, 0.14880003172047987, 0.1462496599045349, 0.14612166189024914, 0.1454014657541185, 0.14796576673344258, 0.14690804222641027, 0.14819907458679685, 0.142522086881426, 0.14101496992284301, 0.14428770999565624, 0.1544039854909756, 0.14846872723643362, 0.14943693629530921, 0.14151525849545676, 0.14201730005998034, 0.14510129283702353, 0.14310628664539177, 0.1559400691651775, 0.14717592420580475, 0.1590300320197692, 0.1447340183954584, 0.1499406945460104, 0.13998856228100712, 0.1554221648869272, 0.15226194754632325, 0.1507934287037091, 0.15543666708361423, 0.1430182873607315, 0.14791528845243432, 0.14629591429539035, 0.15199512577766094, 0.14686253064068447, 0.14990582939568708, 0.15214302508892066, 0.15413499917752313, 0.15083301500385535, 0.14626831727621478, 0.15046228913037865, 0.14611267661429148, 0.14948406340553022, 0.1501940033008107, 0.14666078749689324, 0.15247417474197553, 0.15228750789887174, 0.14573105310305595, 0.14970957537614157, 0.14341255196924452, 0.15418974104425806, 0.14847675567225127, 0.15076869433131004, 0.14464144944547827, 0.14498463003778225, 0.14724487841970063, 0.15332771893278963, 0.15191983979359003, 0.15267137352715668, 0.15521134921025892, 0.14166596732040684, 0.15277615563501515, 0.14291889978763425, 0.1427777575505794, 0.14655679927959395, 0.14720953604917883, 0.1452286047849854, 0.14636757805382603, 0.15101862007675124, 0.14752516498067925, 0.1478909433539331, 0.14466345087069618, 0.15202033460632808]"
18,"[0.14195518445118302, 0.13698568338238487, 0.13596071339718957, 0.14960250852354837, 0.1460574534800181, 0.14780260670519269, 0.1435757557781656, 0.15183517620941783, 0.15086654618001422, 0.15074189631700863, 0.14954106750954743, 0.14639290898132118, 0.1359990909053344, 0.14609981042528747, 0.14050436862295684, 0.14969671151556288, 0.1444894086088333, 0.15041628309157817, 0.14631554380744693, 0.14779365121685656, 0.14866044751781346, 0.1523267206958053, 0.15086948633560102, 0.1530565799897322, 0.15300016572703506, 0.13991553565270662, 0.1504117769736773, 0.14007518986280645, 0.15547615821192157, 0.1451321334853711, 0.14664426616426596, 0.15054997767716322, 0.14903589003807624, 0.15315366343234413, 0.1522035057112944, 0.14613484045077513, 0.14489864409433295, 0.1502371730543064, 0.15172576827194867, 0.1525117743307229, 0.14032891095429664, 0.14528283829344196, 0.14119448601889056, 0.1450090305958341, 0.1500782641882025, 0.16549361383361189, 0.15245152142274643, 0.1438341121636034, 0.14307447660142059, 0.14832797446540247, 0.1448719057324591, 0.1410021482039578, 0.14654973382584835, 0.1463618374475692, 0.1555072784201622, 0.1460264591161554, 0.14952231356266302, 0.1467406398794621, 0.15134131436348258, 0.1401422679440266, 0.13056711503721632, 0.14768654081028348, 0.1475242470742207, 0.13912601681737585, 0.13675826273714572, 0.14419403834031455, 0.13675271510822354, 0.14953208804844875, 0.1463224090430494, 0.13519880258530628, 0.14381147027051402, 0.1424740095474969, 0.14609498216912495, 0.14693404630735396, 0.1490300700295193, 0.14263651222272397, 0.139696543156921, 0.146012766990709, 0.14143468648814253, 0.13823121562377552, 0.15302478780019327, 0.14328125616297344, 0.1404610543230213, 0.15028759872450864, 0.14545209864018546, 0.14213140436910324, 0.1360766539297342, 0.14578706130273583, 0.15252533237976035, 0.14989469766597738, 0.14201848752131369, 0.15919883874739366, 0.14552926710105787, 0.14725804463260767, 0.16151777854448565, 0.1449476865627441, 0.1500073720715565, 0.13907821024875525, 0.1495785981784093, 0.14586885223683166]"
19,"[0.14257001897254373, 0.1363853304851129, 0.14558439905818749, 0.13860809792292197, 0.14465337328746852, 0.14876348470590364, 0.13928302755815553, 0.14546361329509805, 0.13918132608091055, 0.1393526816373788, 0.14189159211079555, 0.1366844322342972, 0.13836018984879214, 0.14119902277717367, 0.14225766975959714, 0.14141385969582418, 0.1403597317806707, 0.1395757955267598, 0.14899683367335306, 0.15378339185287926, 0.1472591593767171, 0.14489946208897442, 0.14593065467517333, 0.14134921688683663, 0.14089529091694059, 0.13396850989422193, 0.13907882268182395, 0.13325374362053932, 0.13940890860107621, 0.1419199226331781, 0.1449815591720652, 0.1521315014743516, 0.14610712289350555, 0.14344895198816154, 0.1385267845277324, 0.14127734036794118, 0.1433942502344434, 0.12892700722411973, 0.1377309403310734, 0.13767948355887627, 0.14339096826886014, 0.13738108015904227, 0.14778534009340338, 0.14467251830517702, 0.14398763803749198, 0.14002933525499497, 0.13314762502413507, 0.14292405171559136, 0.1349109208983203, 0.13441914132802785, 0.1367002605202376, 0.13787699236614884, 0.14184612649061717, 0.14436711250100392, 0.15567738411549345, 0.1338821984970871, 0.14688370451286928, 0.14278364236094174, 0.1322029121768687, 0.14961484495984612, 0.14531359492907628, 0.1399598070891417, 0.13920909318626967, 0.14613511450010125, 0.14253335896584327, 0.14511785643934555, 0.14052123224421137, 0.13967861232137008, 0.13327979005968715, 0.14103247785823844, 0.14982111002572776, 0.14558266520201357, 0.14070306495232396, 0.14433842649077197, 0.1362229665138138, 0.1426885030470674, 0.1414831919072054, 0.1433301469301263, 0.1456686228867141, 0.1498320782722413, 0.15026276445613307, 0.14479058720895271, 0.1396262195127108, 0.13807902129180963, 0.1497805000788385, 0.14433913498795523, 0.15257006825175706, 0.14545005927693205, 0.14529712489252147, 0.14324503342416287, 0.14050539226179184, 0.14238190126841163, 0.13421536402943166, 0.14872116734624186, 0.14244507187251682, 0.1398150616797674, 0.14784477808647017, 0.12933066907609828, 0.1427296363920967, 0.13500756687882418]"
20,"[0.14205265433263214, 0.14283718888143526, 0.14303636767629344, 0.14376921371954457, 0.13992173185281043, 0.14724844045745206, 0.14099829314417264, 0.14479962384186568, 0.1376514599844133, 0.1355290534621867, 0.1397868461943105, 0.13995986792430276, 0.13881035830781885, 0.151053299088156, 0.13814053537310717, 0.14665901624558564, 0.13765525776549897, 0.1412910802818287, 0.14092446663032945, 0.1388191067139484, 0.13795345616349836, 0.13781836114191082, 0.13372135233870158, 0.14138524046650372, 0.14106240575759696, 0.13775418000880987, 0.1375356414813557, 0.14541781314015934, 0.14324322444664975, 0.13524236337562318, 0.13707710946498086, 0.14404529722690024, 0.13924343169801756, 0.1412314972705124, 0.13861382678018103, 0.14327028443380993, 0.1466663406754264, 0.14462894866980705, 0.1477571534186313, 0.14498559378250425, 0.14273964667836148, 0.14926808789432447, 0.14208730448877824, 0.14094814411560158, 0.1491585211180393, 0.13383884596436352, 0.14258224105403464, 0.13541819833622354, 0.140425700105809, 0.1343283671284217, 0.1503347395080967, 0.13792727617960926, 0.14352147878016222, 0.1432891850284387, 0.14609071940621313, 0.14815536814266803, 0.14356046446997886, 0.14739105854423773, 0.1453630241922766, 0.13667149372414678, 0.1418989345265895, 0.14001269091615784, 0.13186841415865447, 0.1271518394805704, 0.14704626123694983, 0.12966255529377976, 0.13830329012835346, 0.14207696333238856, 0.1386849994450268, 0.1330302344054742, 0.14270612432903984, 0.14134812621643808, 0.13725508606600098, 0.14950398495762815, 0.13975302686000782, 0.1364215963152153, 0.15019141678122044, 0.1410705409314992, 0.13542418778727203, 0.1413516159725582, 0.14259124860551717, 0.1399358919035455, 0.15155059852222133, 0.14903665945297323, 0.13757890841981002, 0.1480669681700289, 0.12921649516530131, 0.14062022471236638, 0.13116135367178072, 0.14105724465843517, 0.13883579814955307, 0.14267632094249474, 0.14126473527284364, 0.13846140484444916, 0.1417224530880913, 0.1354764907817761, 0.14529970736335737, 0.13678630009443996, 0.1371819587760239, 0.1496108913836119]"
21,"[0.1395446347426539, 0.1426243427976042, 0.1385962474840773, 0.14440622666123404, 0.13992646974738926, 0.14517101810545466, 0.15006375160337182, 0.1407298763008711, 0.13969808457340005, 0.13752832051092537, 0.14052497999355357, 0.13420063146257288, 0.14519474262927967, 0.1475820878731097, 0.1435006864466681, 0.14660992066377349, 0.1437304167236541, 0.13735856489676707, 0.13296326880713086, 0.13578490554463982, 0.14032401887968238, 0.14584046239546344, 0.13106772989346832, 0.14509569811655768, 0.13630247407560284, 0.14829509718907108, 0.14347153095828166, 0.14371201035716202, 0.14047053435796042, 0.1377752469955987, 0.14819740402062695, 0.12644825478412697, 0.13923028840997012, 0.13658175996568508, 0.1341327081952938, 0.14168598269011, 0.13802649924985566, 0.1508487365920332, 0.12863928967771746, 0.13331914461889047, 0.1326726121977778, 0.14052658784830616, 0.1342150487109688, 0.1331185985934808, 0.13090561979344315, 0.14620656950868077, 0.1399451245047187, 0.1355618834412823, 0.14029220895896904, 0.14168000418733237, 0.13131359712141014, 0.13477148676646006, 0.13347393403675817, 0.14059223554473216, 0.13506222844485533, 0.1480818608974676, 0.14527783245239875, 0.14666819257422423, 0.13820550384962607, 0.1395601954983046, 0.13662877567406145, 0.14074456384397144, 0.14770843614410983, 0.14054827426763067, 0.14959411029964334, 0.1511045114027478, 0.14005078503983792, 0.133196535894232, 0.13210413144925345, 0.14634894523499117, 0.13331330713809675, 0.13762730822791477, 0.13355782233116392, 0.14713430475255676, 0.1372398601036748, 0.13415661346676394, 0.13899206214338264, 0.1412554868654051, 0.14692957507377177, 0.14070191806935803, 0.13380456211558403, 0.1373057710980487, 0.14270170856542874, 0.13542645938652403, 0.14122650059106942, 0.13284418029425452, 0.14734528313487127, 0.13635217508430686, 0.13210238487556972, 0.14028697617853442, 0.14275212963459022, 0.1373773216291899, 0.14138461202014585, 0.1407590545532287, 0.14254770923673643, 0.1355748774960438, 0.1473847493458038, 0.13415688438484383, 0.12631051547831934, 0.13999664675593707]"
22,"[0.135955354871392, 0.13546118702871138, 0.1347762977252395, 0.137779479704268, 0.1392331389224071, 0.13919525926005383, 0.13450789245138453, 0.1344596109431311, 0.13166220523775543, 0.13800527891720574, 0.140481551045271, 0.14263728323682354, 0.13447444727652202, 0.1402491481312181, 0.1359165484612447, 0.13341478106604623, 0.12942348696404865, 0.1296530640978463, 0.13657616332834796, 0.13575958589080464, 0.1317263721082909, 0.1425388396717298, 0.13544148465250774, 0.13785137347921086, 0.14007343453578178, 0.14494958621966403, 0.1304640378105427, 0.12517895473654395, 0.14351090856727838, 0.13729171261997652, 0.133545243868989, 0.13989267272936481, 0.1412238350647721, 0.14728529681821498, 0.14371557527286025, 0.13636288583337813, 0.14231686870369198, 0.13931115041232062, 0.133683260759235, 0.1345002225135768, 0.14147996468637364, 0.1317069224587954, 0.1365294590328308, 0.13426952750911528, 0.1340370274519787, 0.13818260173962352, 0.13993386884281792, 0.13562706613773165, 0.13657808094547955, 0.1459579758511612, 0.12486634418537891, 0.1436509160748991, 0.14376220375642837, 0.13237737228309548, 0.13454168027890054, 0.1362043685573611, 0.14561524841504156, 0.13410371279987754, 0.13459919302019827, 0.14633636200326225, 0.1352670936677444, 0.14277795990972952, 0.14270568927590668, 0.1384661318078273, 0.14154793408012742, 0.13852276376687872, 0.1396799730134204, 0.13518974326822275, 0.13947425063646304, 0.12480501724418758, 0.13674811979991222, 0.14354313985292533, 0.13659786716040823, 0.14174129468689883, 0.13523093758693883, 0.13454662516567986, 0.14111639155145053, 0.13911995524783505, 0.1298231885789014, 0.14346279623800712, 0.1397921517836575, 0.1468144860833208, 0.13973596034042482, 0.1388860110384381, 0.14537357451552874, 0.13329049617312347, 0.14300363475813244, 0.14299256409449806, 0.13928338407275398, 0.13249426213717802, 0.13645635990389615, 0.14007329245443448, 0.12931053695450775, 0.14837602150157314, 0.13700945271639176, 0.13934635112265767, 0.14272268272309582, 0.14414110518494888, 0.14338308970704197, 0.13681135079712173]"
23,"[0.1348907168799988, 0.13937331353978316, 0.13380735506029365, 0.13414377618093756, 0.14279131755145744, 0.13631766227995454, 0.13189215057768344, 0.13194536808091442, 0.1400499305014141, 0.13401729000481094, 0.13653015050577075, 0.1432490698953652, 0.13871409304616614, 0.13967072081896836, 0.14589081646227894, 0.1429663796120987, 0.13376504027450406, 0.13580683862100967, 0.12673465108358511, 0.13623607435497756, 0.1447546939467369, 0.13479891940294936, 0.13505519938230326, 0.13342160411381004, 0.13684982706412244, 0.13927403378505568, 0.14103487638108658, 0.13352321198859723, 0.14312835208741484, 0.12831953977856927, 0.14223580811029096, 0.13192158238356694, 0.13802599239936278, 0.14162333554698056, 0.13418261866120484, 0.14134312000874846, 0.14323502479707828, 0.14337575400223854, 0.13345183515209483, 0.13246535876561827, 0.13612245804953968, 0.13880501145529278, 0.1517419578501432, 0.1314667435595907, 0.118459611368216, 0.14477042752437252, 0.14124078319443448, 0.14054538451995094, 0.14027006299120662, 0.13850926635950578, 0.1403419606923209, 0.13394275047101156, 0.127714183098019, 0.14495460782400826, 0.13521117803245492, 0.13538505987665905, 0.1411106616387006, 0.13852828717678378, 0.13082433561272794, 0.13350090652287885, 0.13362136411020714, 0.13466300224458339, 0.14148841962147907, 0.14832670841355922, 0.14216887079674412, 0.13307428241742109, 0.13814152284486847, 0.13454585662187477, 0.13525391672047468, 0.1428191737777499, 0.13567888207057202, 0.1341197655130667, 0.1464468664291967, 0.13541823244333823, 0.12944890556802022, 0.1387044027717211, 0.1401203219097421, 0.13785220400148424, 0.13089421197288933, 0.12967575101740866, 0.12998006867604453, 0.1311126798830638, 0.14411625989304813, 0.14262390066352265, 0.14032590359923777, 0.14618111216208238, 0.13648148986761802, 0.14227474181205882, 0.13988043141137046, 0.13702038490371932, 0.13983752654132847, 0.13187583561552169, 0.13351577404550571, 0.13743248412028403, 0.13615460488421033, 0.13481105100177124, 0.14055927848096889, 0.13436730113083578, 0.1333531244797692, 0.14093200875508993]"
