degree,values
11,"[0.26599114654579575, 0.29465448465420796, 0.2755051360035522, 0.2892004616174779, 0.22127275304877203, 0.26810752266777743, 0.2752537478341704, 0.2781090156790439, 0.2527955562362584, 0.29941765264500353, 0.2763886956081179, 0.298918218110241, 0.27752935373851356, 0.2566440860909946, 0.2792044160917759, 0.27621213061094724, 0.2821151031738094, 0.2918089401111261, 0.2431450343691348, 0.2771216874182794, 0.25049034471573556, 0.24049109259644072, 0.32678901828781876, 0.2889993141010325, 0.26778551937450645, 0.24841701916719355, 0.25385341004998657, 0.268806419821682, 0.28257330193824415, 0.29345205915033895, 0.24706623205255968, 0.2586167748941759, 0.25052411783843664, 0.2656538508707791, 0.27084704832968975, 0.2749462143926771, 0.28260974138406947, 0.23143010261820918, 0.26013885033116557, 0.29432569654423213, 0.25397579848624463, 0.24817809201872815, 0.2497779808058013, 0.263363058658573, 0.26828939277001673, 0.26921295235994924, 0.2732098154311805, 0.2684417282992218, 0.2513755779662864, 0.3026803736389084, 0.26875417505445803, 0.2832619772624481, 0.26116819807865627, 0.27004282507121646, 0.2655046125867786, 0.2398238249662421, 0.2735383070929137, 0.25645174315994945, 0.2586122970172434, 0.23193744481364528, 0.26108697796135105, 0.26349040890884373, 0.29360682067493393, 0.26752446849840833, 0.2956338685687743, 0.29095691404392504, 0.22945796523413028, 0.248784106187127, 0.2730894479491772, 0.2249478077503154, 0.2758102325189281, 0.2678809978812137, 0.23886929504151264, 0.25681177423372253, 0.2544966729047666, 0.28917289128258, 0.27589214781982235, 0.24458421270601824, 0.25226077910430955, 0.24148251065675289, 0.266744534553911, 0.26268283687789534, 0.2743109549666228, 0.2822260020584327, 0.2672812746457384, 0.22853565127249326, 0.24438405481835537, 0.2898113119594855, 0.252190871742467, 0.2682913967186883, 0.27417569423774296, 0.28396308468589865, 0.2998517639667431, 0.27463261566263514, 0.29838636253686424, 0.25484913210333215, 0.24127220415669356, 0.23932645449904488, 0.2544062217391306, 0.2807847698759274]"
12,"[0.2820646185431301, 0.23209510747037285, 0.30124465730215316, 0.28496400528854743, 0.24929399185914397, 0.24083007931236616, 0.24543289605663812, 0.2679907485402489, 0.2514172512285962, 0.22580692994928242, 0.2381585052926011, 0.25337186175264986, 0.24627596899574575, 0.25764977824961377, 0.2748130448442258, 0.23250966148544377, 0.2436285802381948, 0.23674722695490044, 0.24772801503666558, 0.2769525282191694, 0.24746025509578376, 0.2537233305575311, 0.26684075788480943, 0.2805634085477267, 0.25907648832085567, 0.26588066629190865, 0.25779806415702144, 0.26793817130314124, 0.24476559027771344, 0.26231476936309994, 0.2601336786292918, 0.27157792442039286, 0.23713477963914475, 0.2462503662963524, 0.24006038786165, 0.2825523044965751, 0.2669983345481103, 0.26018753160496694, 0.2613517223482623, 0.2429828735102839, 0.2757358970286661, 0.24934239375154255, 0.25847149429122557, 0.2531572254052289, 0.26546647338270934, 0.26024879903871345, 0.25111026761874483, 0.259855089970438, 0.26097782001116354, 0.28731416742841254, 0.2769140747378558, 0.26535755055558874, 0.24526281456955254, 0.2630239582129996, 0.26091836064516616, 0.259110945124713, 0.22996915665808673, 0.27308737847116993, 0.257062213868103, 0.28219625474958615, 0.2593911501495543, 0.2569570142763475, 0.2778940118849536, 0.2707275949322225, 0.2607816922951242, 0.25913724627568585, 0.2610519998534788, 0.25773639400056625, 0.2502917470165999, 0.2788834386071178, 0.2770079968005932, 0.2840258356688526, 0.2643448395925277, 0.28195382799313395, 0.23993256627898163, 0.28510320653362503, 0.26480864094337314, 0.26556501344853933, 0.2722854412449253, 0.25027173480308107, 0.2429152471574874, 0.2686064412372192, 0.26436007214367807, 0.2651041374659949, 0.25382222820173167, 0.2899150888096658, 0.2629857364158957, 0.2689349627118738, 0.26562683969190315, 0.26762839992682597, 0.26753618089492076, 0.22507825324949515, 0.3018346131579726, 0.2786029591128165, 0.3003794907867743, 0.2774065012884316, 0.2524295709011813, 0.2347596995306358, 0.23802406440822055, 0.2508723255516756]"
13,"[0.24944097080438538, 0.2383840616426048, 0.27888174569933605, 0.23486881164269088, 0.25684221932237833, 0.2551289229715267, 0.26036063847139823, 0.28155480047701503, 0.2664266220006691, 0.22185471256177328, 0.226194799238117, 0.27789662302237, 0.24593837217497613, 0.2536622292236646, 0.28645653613722744, 0.26039629196901376, 0.2605986598231197, 0.2525709468982295, 0.24199879770732724, 0.23714780071068375, 0.259478505642406, 0.25380300711025006, 0.23154747173451334, 0.2232147728297851, 0.25108920071686774, 0.2763087909456216, 0.23610490294064596, 0.2326660881038127, 0.2620598998188571, 0.25056568616499064, 0.2560227325034385, 0.2417868376088514, 0.2864273102021312, 0.25820272018024837, 0.27306270200477895, 0.25418447040600795, 0.2794887271760469, 0.23824671314999885, 0.27180945150484553, 0.26730118255928637, 0.26809321377130585, 0.2280134527260683, 0.2276722852804687, 0.24998845739811432, 0.24952586371124114, 0.24523420345198518, 0.26812915507042506, 0.2898623427504574, 0.2761193301668246, 0.24774303645723894, 0.2491898041602309, 0.2654018158699369, 0.2617573192018554, 0.26998384025926486, 0.2266643435221031, 0.24601962557906035, 0.2595498985486067, 0.25886249510155684, 0.21126042428123165, 0.20971604066090058, 0.23069965235876225, 0.21447305105435482, 0.25397535652520276, 0.24466659014809256, 0.26218774270550615, 0.2560548174567554, 0.2640168740888138, 0.22963867419947587, 0.2720799032879813, 0.22264675621459573, 0.24424835343967172, 0.2659862003022904, 0.2510020712381305, 0.2643595400616679, 0.24845399408748567, 0.24493686074110005, 0.24398523637263833, 0.26228076456877425, 0.2303171693957338, 0.24026342801755704, 0.21876045531630625, 0.2434520347450265, 0.25902664921081475, 0.2807965932462246, 0.26561433186156486, 0.27051101501803637, 0.24987050946068132, 0.2551926842617659, 0.25302198534874426, 0.24535094625386827, 0.2864670008013731, 0.2685423279241127, 0.295867850946131, 0.22215900811427478, 0.22626578087617996, 0.25580626669092343, 0.25372574087917793, 0.24250317550104214, 0.23818813554725302, 0.25743450408585083]"
14,"[0.23132815030639495, 0.2523373801277498, 0.22727903137032698, 0.2629155037033905, 0.26563680626857766, 0.23381320931659091, 0.25125353682513085, 0.2228539059406536, 0.23569568715489317, 0.2528648079990706, 0.25030878709803317, 0.2484473956514131, 0.2378533009310223, 0.25791737510804386, 0.2519399235612944, 0.25219840577018793, 0.26129499484646224, 0.2252240762146586, 0.24405316529133098, 0.27878713859872567, 0.25018685426229054, 0.2262613155826181, 0.25764078206473906, 0.2432048370298329, 0.24570885792158648, 0.2448368795579811, 0.26894819027640726, 0.24093652893463818, 0.22445123308806145, 0.24777567968124045, 0.23934331139985973, 0.24007334120493612, 0.2614768374767415, 0.2515853447572838, 0.2697586844201458, 0.25504710813922654, 0.26198084297211477, 0.2558908602734474, 0.2447060517868844, 0.23011507085859048, 0.25657945965265866, 0.2542099684821182, 0.24679840804829006, 0.29295436531990565, 0.23989887241939828, 0.2594736829561269, 0.24356372378055693, 0.261384275285431, 0.22101407057297456, 0.2548023130143067, 0.24879192576511053, 0.25584346206761227, 0.24984307062191963, 0.22178614459176366, 0.2619020437499604, 0.2428736922822047, 0.2514028206735193, 0.2691865980536506, 0.2505212120313894, 0.25980703657114557, 0.2431945038287526, 0.24908472693634184, 0.23562889517426974, 0.24510702062187908, 0.24374764977690172, 0.2249579893273356, 0.24515027817327137, 0.24625457928380862, 0.25872198313345846, 0.2553833203274137, 0.22812672784166566, 0.259799428890322, 0.24442594434449127, 0.25057377964205635, 0.2612776739953359, 0.27756408575230657, 0.2333544212146667, 0.20396886262921815, 0.25889048409614374, 0.22951601468974825, 0.26443752773345874, 0.2644510057110315, 0.21808152593822444, 0.25301369065880286, 0.2268025028532006, 0.22512936381138388, 0.296716786677044, 0.291209874714803, 0.24079104096914714, 0.22792151813122888, 0.27951944008022583, 0.23250050501621217, 0.26991667405739805, 0.2871921863600578, 0.2775557793594476, 0.24550926845839618, 0.22061951508149266, 0.2553175789363395, 0.21072631324142901, 0.2417730592844944]"
15,"[0.2550094573718969, 0.23480565743391457, 0.23335052160628086, 0.25406951892292684, 0.25528095689253405, 0.24196070663425495, 0.23452492833369534, 0.21175997570700006, 0.22941708369005517, 0.25033306872530064, 0.24042078001286513, 0.23830200258220727, 0.2502084285669594, 0.24738520915483805, 0.22297880707496626, 0.2546904087753921, 0.20848668919114519, 0.2080413517804005, 0.23248594055111488, 0.22551868276320883, 0.2583700070753754, 0.2335871063225989, 0.23076552921336396, 0.2630299863642588, 0.22919114676697194, 0.1999207139482911, 0.22829788527030628, 0.2623098297342872, 0.2590097671013112, 0.24476506994985847, 0.2613710701875133, 0.2398353877667692, 0.22012815648704517, 0.2751369965414291, 0.24583829555892472, 0.27339922893004526, 0.23938237895671152, 0.24867756957996903, 0.2602303611223651, 0.25992405048428135, 0.21055509076514958, 0.23739016821006284, 0.22398508266400535, 0.23786086586255484, 0.23036329784597503, 0.24175644040196134, 0.24850867418814596, 0.23313517124486102, 0.2416923354448706, 0.2387458782548811, 0.2273608014035561, 0.22587041478961215, 0.24075645356822575, 0.2283610244665984, 0.24374041394501114, 0.23171871144016423, 0.23771462648472017, 0.2558070533453408, 0.24321084692528994, 0.25537831173802295, 0.21878902754611995, 0.23653986214834605, 0.21617951051164083, 0.21720526366167925, 0.25116403529496956, 0.23499918776608328, 0.25798620772935743, 0.25281929409250925, 0.22425914236746086, 0.22787839170820148, 0.2029791054077228, 0.2462875919035556, 0.23020500860706894, 0.2306378517668842, 0.22740495819834922, 0.25760005359139754, 0.2388741344259411, 0.22259941793218463, 0.22523898780071455, 0.26042530818418763, 0.24064339024416198, 0.22811402027973776, 0.22093256981243892, 0.21710286392642922, 0.2385685308175847, 0.2589029370865922, 0.2676877133299303, 0.2169830784610594, 0.19242998778799897, 0.2295561784939965, 0.24652279609876326, 0.24624856797799025, 0.23367726034105718, 0.2489373609174182, 0.2182458731449987, 0.24126160317183434, 0.2087737906184736, 0.20480686469235768, 0.22823425445020828, 0.21488787178210914]"
16,"[0.24318552926258588, 0.24616542959652365, 0.2293155475316497, 0.22650103332925514, 0.20724237836488021, 0.21222623268781388, 0.2366968310188199, 0.20386732348613276, 0.21467621486337615, 0.2282622975346793, 0.22871325947829446, 0.244610407485689, 0.2304856071115842, 0.254339537485156, 0.24869611054495186, 0.2453172973573927, 0.2052805981375148, 0.24386067772664058, 0.23377154341294906, 0.2527045417902547, 0.24019725899688132, 0.22929790222949786, 0.2246843512858065, 0.2656462943426084, 0.24330263463856353, 0.21603946513334332, 0.21932984552768786, 0.2420121860352213, 0.19644844262275218, 0.22993682265955706, 0.2490133131753783, 0.22118077011202902, 0.22311781090423305, 0.22362775374162952, 0.23317675237983967, 0.23749185079510435, 0.26982440617065495, 0.24086227446991865, 0.2505721291924839, 0.24044604446468118, 0.2177460389893914, 0.20435447500857165, 0.2539254649992072, 0.2450319183316951, 0.20513212461318392, 0.233723619175067, 0.22984551879737392, 0.2215286139023394, 0.2577632802830033, 0.25077684788336996, 0.2390055549032985, 0.23768067819007505, 0.22629290875793537, 0.23739759596984134, 0.19778022661355488, 0.22075595212988142, 0.2538195115891738, 0.2283782116024835, 0.23432307621538223, 0.22951059019963604, 0.2168477168937893, 0.23700338246420957, 0.22912898025995715, 0.2538417047797273, 0.20863702260651792, 0.22924508921466605, 0.20540402366988642, 0.23383449649069973, 0.22215545132815737, 0.22401908024696254, 0.22641701032248462, 0.2470335254080786, 0.25964885094995954, 0.25366833543117007, 0.22940499827412403, 0.22783547173540122, 0.21536525808240922, 0.21610642962734228, 0.2317584155227968, 0.22168889276012924, 0.24224520107219485, 0.2370225232494898, 0.22254096978181423, 0.23175105910224592, 0.25058127683675596, 0.23567566188516517, 0.19735131586503624, 0.24429799488337278, 0.23649476457570492, 0.19573031099618204, 0.23956596443848094, 0.2061181064992314, 0.2279211340036405, 0.22148012047614404, 0.24428670363887628, 0.24164403462253323, 0.2175088337762055, 0.26255917967683295, 0.228254557197362, 0.24652616958859547]"
17,"[0.2299028020474036, 0.2137005109218532, 0.23969560826318867, 0.2102911514053483, 0.2201884207905006, 0.22612513003033502, 0.23868996602097764, 0.2278524381909067, 0.23115240140849275, 0.21677926966806596, 0.24303824489197712, 0.22735910099643325, 0.24972975568821845, 0.21102378915738546, 0.2348747524478098, 0.22099613954173838, 0.23538029175844355, 0.2318829028571069, 0.2317334231372514, 0.24549942843718764, 0.22248094170692057, 0.24955267679892115, 0.20819488540690434, 0.22279193074328066, 0.23905368368651414, 0.21295442269404677, 0.22881025073000105, 0.2413590494050848, 0.2223172740256822, 0.20081855980387556, 0.2426444517255376, 0.2089406171450838, 0.23724797514971013, 0.209782213342224, 0.22882512087412948, 0.23004218014565658, 0.22325778812884986, 0.23060615812002583, 0.21225225472264758, 0.24121297581753132, 0.23857654812780593, 0.2340838257395547, 0.24536530104866316, 0.23941203184694507, 0.2443491941024567, 0.22003958686699346, 0.2278120862938091, 0.19849969094547076, 0.24870268209352028, 0.2186941427639928, 0.23274899540616253, 0.2221997349414571, 0.21412523325239807, 0.2589905730117613, 0.22674684949824533, 0.1992686858328025, 0.23698567200497445, 0.23116743392094397, 0.2059250076739128, 0.22630405521834907, 0.20960709003295658, 0.22891172245970973, 0.20087425419193541, 0.2127806946018457, 0.24058027439137697, 0.23625625937950334, 0.23081399608855283, 0.2005864349278805, 0.23080734379228707, 0.225413069291899, 0.2198544887825272, 0.25326103322624083, 0.22325639729749616, 0.23544106232675385, 0.250773521909992, 0.22578083385806336, 0.233585608656565, 0.22352252075078569, 0.21123702111174894, 0.250840608915311, 0.21740994122087376, 0.2146601471564774, 0.2225386000903595, 0.21536646486979608, 0.22892656536706743, 0.23887527833826605, 0.2403985254068458, 0.21354963286057851, 0.23292374739497285, 0.21572043278323413, 0.26288788612331815, 0.2476966875437367, 0.236799856055763, 0.2349822760540226, 0.25055165276330843, 0.2546125508178626, 0.21371305285845113, 0.23496135174096325, 0.2188551328363567, 0.21761015234391354]"
18,"[0.20917960379463876, 0.23374429864646687, 0.21725776652583412, 0.22661081182578685, 0.24018045927051684, 0.24455254493616502, 0.2249908693172006, 0.23605506634394569, 0.22506361755729598, 0.22231341702099305, 0.2244132166523246, 0.24274191167804088, 0.2293140151596078, 0.2118023261054043, 0.22848971674115304, 0.197733224478534, 0.2428795946809756, 0.216460053814229, 0.21512588460982437, 0.2240876041810578, 0.23024566643043295, 0.18453442658024724, 0.2066174521566132, 0.2404916504365637, 0.2408560430503296, 0.21396206518883473, 0.2350821938085061, 0.23364280366749154, 0.24826011673614762, 0.21140165388576362, 0.2074357933823229, 0.21654810738499639, 0.2128326308771894, 0.24345027747647863, 0.23296857184178252, 0.22982813799908244, 0.2271762668370262, 0.22477982175751138, 0.24007734224782235, 0.22460530062457817, 0.23834334355555944, 0.22177498978562946, 0.2309777320774044, 0.21063996384366754, 0.21200017309635896, 0.21270874047524196, 0.23582495555578567, 0.22131892113646287, 0.2459136132689601, 0.2282895869950195, 0.1996778783384301, 0.2314497677994118, 0.22748428973213394, 0.21123148229295735, 0.21767395962315358, 0.2174537675228154, 0.24725767108539792, 0.22704602243707525, 0.23543648341501416, 0.2127416461092785, 0.2187547255539603, 0.21664022434367605, 0.20648969456736294, 0.21616421548569628, 0.2618217893513256, 0.21477353750540168, 0.22020138327952007, 0.2446533337207166, 0.23728692377375063, 0.21201571085584361, 0.2173610672771515, 0.2438906666039466, 0.21866399827319424, 0.22040824242233703, 0.25880483078405286, 0.23108433567089093, 0.2314000199846301, 0.22881407569324194, 0.19994446292040904, 0.22427466845316577, 0.21251740058893479, 0.2211281359252693, 0.24936578944805415, 0.2265081402242311, 0.24812635609664405, 0.23371858188950492, 0.23981267116729987, 0.20555946175930612, 0.23041131178303167, 0.24161422835029395, 0.22200423846012446, 0.21611101453232806, 0.21243924234212583, 0.211727212777815, 0.23166832915271912, 0.19000312562385926, 0.22488135578444718, 0.20656111158884097, 0.21685846816885268, 0.21018610968348642]"
19,"[0.222193653451645, 0.2259007615032513, 0.24188915885730006, 0.2049198975557759, 0.24553441918085533, 0.21442751924777345, 0.18049752381185316, 0.2367344833848364, 0.21032758216920047, 0.2313372633571856, 0.23554972836546773, 0.21452895656775148, 0.20458129267593952, 0.22689676492238214, 0.23357896183980179, 0.2295950283696498, 0.21738342156695217, 0.24256104076696205, 0.20690728849649134, 0.20367469135919122, 0.21681890504544513, 0.21689625608018132, 0.18825519988621955, 0.20480806133024243, 0.22258052486311847, 0.23361233535604803, 0.21976470022027514, 0.226392131705037, 0.23528307118865285, 0.21221103960544224, 0.2087642987171891, 0.21168115573600954, 0.21365318672635505, 0.21805327283944675, 0.20722108050967125, 0.22457942001933578, 0.25303680507723014, 0.20998674749389912, 0.22273233585643035, 0.21530713904524787, 0.20827627594993095, 0.22103981952569035, 0.20097284112864425, 0.22380654426570468, 0.2468479974715561, 0.22582650425535017, 0.20228902117512684, 0.21806406240629908, 0.242986823788012, 0.24809877596775298, 0.20413358928551234, 0.21536215853837107, 0.22052598203464827, 0.21008032635476828, 0.19005304529864278, 0.2306892012787649, 0.2320725190326043, 0.2239717137883319, 0.2108802982302827, 0.25244464031860736, 0.22874090865772964, 0.25297675588026525, 0.2290218542706501, 0.23597211507177862, 0.19482528804235047, 0.22215661807312134, 0.2054568818259986, 0.2246288949167514, 0.2226585115839303, 0.2423724935124631, 0.2276482318013825, 0.2328957418476187, 0.22618708323052747, 0.23839304728759925, 0.2089956049492953, 0.2144805755864166, 0.20852953638269012, 0.22099435667620582, 0.19209489156130644, 0.2260848606310924, 0.220511656028053, 0.2385325748477779, 0.2243029568721068, 0.23260709456880502, 0.2407298536183523, 0.21376854432717285, 0.20832037007809837, 0.18550959810850226, 0.20904431414328162, 0.21080588499071656, 0.22469300543869308, 0.22175937134236598, 0.21208692047050626, 0.21353054260530654, 0.22702859003832196, 0.21193454962948508, 0.19381404317670475, 0.2213233061291579, 0.20945978088364897, 0.20187213831583278]"
20,"[0.20132487572404092, 0.242344971506274, 0.21854276835928302, 0.20415988081828043, 0.20674851716299833, 0.2301350422670839, 0.21164974814646798, 0.21017317885664033, 0.21745432095722364, 0.20809128560011217, 0.21378333695135376, 0.19557649263504864, 0.23011991949237698, 0.20726199244540283, 0.22395301558091943, 0.2528049551951185, 0.21660282998337502, 0.20529161194336007, 0.22751335907598175, 0.2124039824104161, 0.227797662272568, 0.20882698786618265, 0.23143792555811799, 0.2183477932893738, 0.21761454147356762, 0.19221324674627427, 0.18791781272190694, 0.20629369730990077, 0.19494803500963165, 0.20969887438072013, 0.20053338284652686, 0.21310495848401365, 0.18944014428306621, 0.21311437560343974, 0.24367495262412758, 0.20717811057204763, 0.19804566259912304, 0.2320416011220926, 0.2069559926490926, 0.21814877035784053, 0.23241287386241133, 0.2397735370827306, 0.21625579805337872, 0.24099164281703206, 0.23115154305514674, 0.22295132251393393, 0.23172408124336738, 0.21869976329169577, 0.21553371120837336, 0.2256196934555596, 0.23258519561055666, 0.23621116313811563, 0.228294532056716, 0.19183103725586437, 0.22266504698180373, 0.21561234429920953, 0.21072200092478172, 0.2083854228082181, 0.21231051091500056, 0.2191898330845955, 0.20921800045752328, 0.21506583793320916, 0.19426970391714457, 0.2065807995661884, 0.23355434675089584, 0.22265071689018903, 0.2079415612133036, 0.2181917105771006, 0.2099966167030979, 0.2259559169790737, 0.23368967027618057, 0.21903803206673667, 0.19772942603745036, 0.21452267339459982, 0.22781213275780338, 0.19739321543775626, 0.20100805430304144, 0.23411248164735587, 0.22797981532775305, 0.22477978583189373, 0.22219310465337683, 0.23310821387024916, 0.21014201133993296, 0.20648430737365184, 0.18808817011663587, 0.2038419429665023, 0.2200976537816917, 0.20718415777714377, 0.20409473863953512, 0.20431765343107425, 0.2068927868361942, 0.20077152243642446, 0.21462400048844252, 0.24804193937223734, 0.23574587719853626, 0.24070339365653626, 0.22150175318259102, 0.22698734565337267, 0.22277275238001887, 0.21693195342683588]"
21,"[0.1948792163195438, 0.20576199591931932, 0.22273479047805322, 0.22347121237496015, 0.21457375005762588, 0.1876776988592729, 0.22146314392467145, 0.21987968438273714, 0.2103036428192123, 0.2306664131807338, 0.21247563873919578, 0.22752384884329568, 0.1798307850565029, 0.17443899973660013, 0.20359873280057447, 0.22910889013377495, 0.21950790546295137, 0.20700242120312554, 0.1867200495977027, 0.19735336348248214, 0.22224327782999695, 0.20327246701395627, 0.21057898108561354, 0.21801769261706244, 0.19359076744150813, 0.21211556271085236, 0.21101674935266834, 0.22096373492689705, 0.21834784784584352, 0.19724843165446543, 0.22064328251542584, 0.19428161318819634, 0.21686971414115305, 0.2225112141961017, 0.1922102564707762, 0.22110483077961526, 0.22951374681546688, 0.20654289093524986, 0.2237158904923215, 0.21516787585218, 0.22469493387350767, 0.23229570631258753, 0.21367097753781664, 0.17662835082129055, 0.21888854985024905, 0.2033828244560042, 0.2423820405759237, 0.21228896510611509, 0.20474829458272037, 0.20707214503080248, 0.23070915631700112, 0.19641222993808244, 0.2100280578095059, 0.22583828610922926, 0.2020096512986752, 0.19111958273667792, 0.19260267784772078, 0.20188652836077506, 0.20913988350913515, 0.21224479139771232, 0.20674508412476225, 0.22077686956741543, 0.20282568641965545, 0.2677028682725839, 0.21956786306017212, 0.21485487884734486, 0.24839094742034107, 0.23227517855597096, 0.23054337578834005, 0.2131750721678848, 0.20551361577266627, 0.2343665222426936, 0.2231076511253254, 0.22571274842705927, 0.19816307671243716, 0.22891406568076322, 0.20703880867256583, 0.2248282672842613, 0.2197568942156246, 0.20826061287503295, 0.21176259847212234, 0.23517505944287317, 0.20704029678332472, 0.2162613255550844, 0.2083890830605628, 0.25499660397880053, 0.22529162028544683, 0.21853996094587969, 0.1981259404088086, 0.2096269599037226, 0.20871074887725752, 0.22507281636625734, 0.22809078832526714, 0.23143700559736738, 0.250317418092122, 0.20792978595339331, 0.24415943482553207, 0.21294080789016048, 0.21345482472750138, 0.18323000380182403]"
22,"[0.21876784751959927, 0.20460938109608745, 0.18493783019241677, 0.20380599572241645, 0.20522383786829387, 0.2023215397974655, 0.2046200480854145, 0.19255963701264453, 0.2235242434478621, 0.20020795359737711, 0.21572425565338682, 0.20775807304651067, 0.2117376159719528, 0.20757475621051175, 0.19953162267372154, 0.17532503125612478, 0.21533547779312412, 0.22178566142984446, 0.21870286859164192, 0.21249496060049616, 0.1917339124553207, 0.20766389730475232, 0.22010495254194926, 0.19646272062136305, 0.20110811846955273, 0.2160404450051002, 0.214973081421245, 0.22005516532596925, 0.20340789262137593, 0.21321208720532886, 0.21238586262302359, 0.2039888849061792, 0.22505562222053063, 0.1894883041825469, 0.22489435345350967, 0.2246671573055316, 0.19288931849741422, 0.20111400103171947, 0.17811566003699897, 0.19835746782578142, 0.19910908790725357, 0.21002167728524343, 0.19627118128423282, 0.20442599968766548, 0.2327472948822977, 0.18418023332279032, 0.18933357558459515, 0.20281819518756256, 0.21904592166472855, 0.21583823069054034, 0.18132385379342636, 0.2248165981547083, 0.20672191865755862, 0.17768295413042476, 0.20540813129624166, 0.2124246262156011, 0.2085000448226998, 0.20537699125190362, 0.21580842067074527, 0.2283049359383716, 0.2188741318342529, 0.19209268142728467, 0.21649737885280815, 0.20226822223007943, 0.18418176148529625, 0.17946570332152784, 0.20316363709848723, 0.21637604570414887, 0.2113098276271342, 0.1911471781785097, 0.21343340491828675, 0.23307575653684795, 0.20759923200426741, 0.20658147165088506, 0.22400053534885017, 0.2005854487863883, 0.19678024345042844, 0.2002210768678044, 0.20199061905086357, 0.23106227370376492, 0.2006469986128445, 0.19304716267817662, 0.1746114046188675, 0.19962744625094023, 0.21570327361313582, 0.1802187283298243, 0.216596351269957, 0.21975608237650568, 0.19236960222408572, 0.235164955635139, 0.2020391539779366, 0.21525597501769303, 0.19572326832904388, 0.23552819302413092, 0.21234965417658577, 0.18337096626910468, 0.21319517913594457, 0.20216826951978586, 0.21065353539958176, 0.1975397666899788]"
23,"[0.21112624504716263, 0.21332805171568864, 0.2041451142455723, 0.1976329356791232, 0.18340042451273184, 0.2067964453539577, 0.20901048916104598, 0.20039499621203577, 0.22563897300988003, 0.20516943239094587, 0.20119825326166665, 0.21065431977761018, 0.2350323188077029, 0.2128332143806467, 0.19978809390165805, 0.2011635823962588, 0.19046437412077824, 0.22071969589903792, 0.20490037100143246, 0.21641441448739032, 0.19602035082626706, 0.2132744512146806, 0.23475952927301172, 0.19931774804119864, 0.20185673284604508, 0.2175278480626942, 0.1964864697538292, 0.20307219560527803, 0.20494665180730304, 0.1994815315475193, 0.2202630551817962, 0.21898680382931268, 0.20572892620049527, 0.18756933315251187, 0.22116914246951935, 0.23286235076610176, 0.21977283926172322, 0.20711225320423982, 0.19454998975380863, 0.2126928878132635, 0.2116290744764178, 0.19757827098225858, 0.21461820001622497, 0.21431891428581534, 0.19179793886703866, 0.2094644256413889, 0.2331203509315293, 0.20389905262407143, 0.20048716649454695, 0.21470629110774092, 0.20350810929652385, 0.2137840568482056, 0.22162591619300367, 0.2017009255209427, 0.20512725353137803, 0.20348436764050026, 0.20333466389993984, 0.19059733142282598, 0.216581601432288, 0.19000010376040874, 0.1985887577674502, 0.2097726836365778, 0.2151604099694997, 0.22155512335872396, 0.20795143600780694, 0.21468038542204848, 0.18144790059705554, 0.19874380357408286, 0.22858564121975763, 0.19437973342578346, 0.22588121337132028, 0.2025556204627283, 0.22428769084499658, 0.21168593083034903, 0.23391111739375192, 0.2083915349127994, 0.1890449981123915, 0.22541758113979798, 0.21718940413371243, 0.1834060212923658, 0.2117986722227347, 0.24924890983521447, 0.20810732099441787, 0.2331365985792865, 0.2011092597640553, 0.21200959277345807, 0.19553609803663677, 0.2076563132212976, 0.1902580265394622, 0.2201094911104818, 0.21520049918233738, 0.18620833968813144, 0.21845637631856638, 0.1840429234215617, 0.2240244307162757, 0.18465217395443143, 0.1876311801472459, 0.22490861606706541, 0.2250961552576575, 0.2132585174157116]"
